text_length,numeric_values,possible_dates,filename,true_label,predicted_label,correct_prediction
1520,"['123', '123', '1234567', '2020', '2021', '123467434', '31', '31', '30508', '28.0', '20', '7480', '238', '31', '74054', '239', '424', '31', '638', '31', '207117', '688', '30', '442557475', '31', '116462', '376', '20200501', '30', '90982303', '31', '77133249', '29', '224', '20200201', '31', '7073248', '202000131', '283', '1', '1', '01001', '1234567', '135.78', '2021', '2021', '123458', '2020', '2021', '1.', '1.053000', '805.980000', '124.97', '124.97', '51.94', '23.10', '34.15', '57.40', '3.56', '87249', '8225', '22.12']","['https://myaccount.cnpower.com', 'e-Billing', '-', '$0.105000/kWh)', '$0.150000/kWh)', '$0.217000/kWh)', '-56.49']",35.jpg,Utility,ITR_Form 16,False
460,"['24', '9110', '8274', '19723722078', '744', '113', '033', '2653', '0025']","['09/89/7186', 'Consumed:6/12', 'NO./DATE', 'DATE/TIME', '-']",36.jpg,Utility,ITR_Form 16,False
744,"['31854', '2', '1159000', '1137000', '15.00', '50.00', '46080314']","['S-{', '5-118938020', '18938/KG03-59', '02/2009', '17/02/2009', '74/1']",37.jpg,Utility,ITR_Form 16,False
417,"['7000', '284', '920000', '27000', '0.00', '154', '2', '209.', '2053']","['8/10/2018', '24/10/2018']",38.jpg,Utility,ITR_Form 16,False
1654,"['110005', '8282455147', '110083', '933529471', '15049599', '15', '932499083003', '2400', '2520', '15049599', '47', '61', '1193.13', '71591', '30', '45875', '31.33', '2300.18', '0.00', '4']","['Address:5/246', 'fioors-1)', '41-Miscellaneous', 'Zone/MR', 'SZ2/', '488/METERED', 'A-22/DAYALPUR', '-|', '(DJB/Pvt):', 'ZALL(2021-02)', '29-OCT-2021', '29-DEC-2021', 'Date-', 'Reading/Meter', '/', '_|30-OCT-2021|', '_2205/0K', '_|31-AUG-2021|_2144/', '(25-OCT-2018', '11-DEC-2018)', '‘OF-MAR-2021', '28-APR-2021', '(01-MAR-2021', '28-APR-2021', '‘O1-MAR-2021', '28-APR-2021', '-', '‘O1-MAR-2021', '25-APR-2021', '‘O1-MAR-2021', '28-APR-2021', '-']",39.jpg,Utility,ITR_Form 16,False
1721,"['12345', '7', '8', '4', '4', '807', '10041706', '1206', '1108', '200', '70', '6', '997300', '1', '6']","['1234567890-1', '09/28/2019', '-91.57', 'Monday-Friday', 'a.m.-9', 'a.m.-6', '1-800-743-5000', '08/28/2019', 'www.pge.com/MyEnergy', 'www.pge.com/waystopay', '/', 'income-qualified', '1-800-PGE-5000', 'www.pge.com/fera.', '1-800-PGE-5000', 'www.pge.com/fera.', '123456789-1', '09/28/2019', '95899-7300']",40.jpg,Utility,ITR_Form 16,False
619,"['2019', '2019', '1090', '103', '31', '1768', '15']","['(0107-31707', '(01707-31707', '(0107-31007', '01/07/2019', '31/07/2019', '-']",41.jpg,Utility,ITR_Form 16,False
916,"['2647', '1681', '4494570000', '2', '49208']","['NW3/', '15-APR-2017,', 'A-', '516-05)', '79-Fe6.2017', '79/0K_—“[2eJAN-2017', '10/']",42.jpg,Utility,ITR_Form 16,False
2033,"['7', '16914', '2', '8', '10627926', '213', '10627926', '326241', '302595', '46.88', '434.12', '481.00', '9', '2.', '5', '24']","['-', '0-800-CALL-BWS', '0-800-BWS-LEAK', '(+501)-222-4757', '(+501)-222-4759', 'E-Mail:', '0-1', '16/06/16', '00000-0000', '1201-6260', 'Please-indicate-amount', '15/05/16', '17/05/16', '16/06/16', '0-800-BWS-LEAK', '0-800-CALL-BWS']",43.jpg,Utility,ITR_Form 16,False
1387,"['250001', '205800', '2', '3', '1000', '0', '7', '155', '1912']","['-', '-EUDD-7']",44.jpg,Utility,ITR_Form 16,False
863,"['02', '863', '4511', '800', '639', '6081', '1234567', '2016', '123', '10', '1', '03', '2', '3', '31', '20.7', '10.00', '4', '572', '10.00', '5.04', '10.00', '0.45', '5', '0.69', '6', '66.08', '02', '000000', '15']","['05/02/2016', '06/02/2016', '08/02/2016', 'Payments/Adjustments', '-37.00', '-']",45.jpg,Utility,ITR_Form 16,False
1022,"['30.00', '1', '5', '12345', '0.00', '0.00', '312', '0.00', '331.96', '331.86', '2020', '120720', '553', '6182', '115580', '12705', '8', '272', '2188', '2019', '2020']","['503-823-7770', '-', '223-456-769-0', '—_oBra7720-11724720', '-§', 'On-site']",46.jpg,Utility,ITR_Form 16,False
1202,"['7', '886', '7058518', '2000', '2010', '36', '8', '2010', '4', '17', '0.00', '20100', '988284305', '3', '5', '2010', '2010', '2010', '7888', '11176']","['4-800-286-2000', '(860-847-2000', '‘Mon-Fri', '7am-7pm', '10am-3:20pm', 'MS*-', '-', 'svo/OLAP']",47.jpg,Utility,ITR_Form 16,False
1237,"['17', '7', '3', '00', '055540352788', '0', '0040', '180', '45000', '169', '7', '5', '0000', '02.0000', '020000', '60', '5250', '4', '17', '09222', '41606', '00500287', '4', '22', '297', '17', '03', '12212', '1416306', '297']","['-', '*ywetcocon-e', 'csb-44a', 'anninns/aae', '-CR']",48.jpg,Utility,ITR_Form 16,False
1633,"['10', '31', '2014', '10', '600485895', '000', '0000', '60', '27', '2014', '27', '2014', '10', '2014', '20', '2014', '295', '10', '2014', '600485895', '143', '0947', '61.91', '101822288600485895', '91']","['09000000/0', '16/07/15', '16/07/15.', '-', 'cout/businessimeterread,', '-your', '43-09-47']",49.jpg,Utility,ITR_Form 16,False
3594,"['2112067.00', '110', '001', '220', '110001', '1074278', '2269', '09', '3', '110004', '1.000', '400059510632', '1', '07', '2000', '12200', '12200', '2000', '000', '0.00', '0.00', '1047600', '979600', '2000', '160000', '000', '4360000', '703276.00', '65620.00', '745', '672117.', '00', '145760.81', '4060.00', '125', '185740.00', '785', '212020.00', '7', '0.00', '0.00', '82142067.', '9624150.00', '7', '30', '457700', '01092015', '995520', '1259807', '38', '9700', '2038099.08', '9580', '4902098.13', '30', '421380', '134238058']","['30/06/2015', 'MRB/Poge/', ':355/113/1', 'SUB-STATION,', '_Mobile/Tel', '-', '-765/765.00)', '14/07/2008', '-', '600/E', ':25.200/0.0000.0', ':CT/BE84e28', 'Zone/SeatNo', '4/0', 'SUB-STATION,', 'DELHI-', 'Supply/Con', 'REVAEDWEP-', '31/05/2015)', '-rarss.2s@25%', '1654357-00', 'Ralunds/Subsiy', '/', '‘Subsidy/Concession/Rebate', '30/06/2015.', '28/05/2015', 'Ron-payment', '-']",50.jpg,Utility,ITR_Form 16,False
1958,"['24', '7771', '103', '103', '7', '010792', '13', '13', '13', '13', '13', '13', '13', '7222', '77', '14', '2', '71483', '520000472', '19', '3228', '7165', '57', '394', '563.53', '25.65', '16.61', '109.04', '714.83', '79', '129', '13', '1313', '14']","['-', ""N'7a7/0N"", '1/2', '1800-200-103', '19/03/2014-7', '850-', '680-', '340-', '170-)', ',/7233', 'a/ni77', '03/03/2014', '06/01/2014-N', 'Anglo-list', ""-AD'N"", '-', '03/03/2014', '06/01/2014', '05/03/2014', '-', '-', '-LIST.COM', '/', 'ANGLO-LIST.COM']",51.jpg,Utility,ITR_Form 16,False
921,"['12345678910', '4344', '33009', '1', '300', '2021', '2021', '2021', '10', '3000', '2021', '2.', '3.']","['123-4567', '11/01/2021', '123-4567']",52.jpg,Utility,ITR_Form 16,False
1872,"['7', '2019', '2019', '0001234567', '0800', '012', '4510', '1', '26', '25', '28', '30', '29', '25']","['cus-', 'Mon-Fri', '8am-6pm', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']",53.jpg,Utility,ITR_Form 16,False
1031,"['7', '160750', '573', '567020', '44.14', '00', '2', '1', '142', '435.00', '718955555', '2', '5', '24', '9911554411', '002354']","['Delhi-110092', '17614/7500000039942987', 'Z:11-166,WELCOME', 'DELIH-10083', 'Category/Area', 'Domestic/', 'Equipmen/Qty', '142Kg/HSN:27111900/', 'Advance/Loan(Rs.):', 'A/c']",54.jpg,Utility,ITR_Form 16,False
3074,"['2545', '56', '0325453627', '225001', '0325453627', '3', '7401008152779', '6', '7', '6', '0.00', '60', '17', '251.09', '111.00', '0.00', '9000', '0.89', '0.00', '3251.00', '0.00', '17257', '125.00', '0325453', '19364', '0.00', '0.00', '000', '0.00', '0.00', '0.00', '33607265', '8.00', '0.00', '34510068.00', '0.00', '9', '218.99', '1294753.20', '0.00', '142', '738872.49', '142', '0.00', '0.00', '0.00', '0.00', '0.00', '53007268.68', '1325453607', '032547567', '53807288', '1912']","['BILL-CUMNOTICE', '25/7/2018', 'TiUL-2018', 'O7-AUG-2018', 'Fixed/Demand', 'No-', 'O7JUL-2018', '[Fep-2018', 'LJAN-2018', '[NOV-2017', 'online-', '-', 'DD/Cheque', 'E-Suvidha']",55.jpg,Utility,ITR_Form 16,False
921,"['12345678910', '4344', '33009', '1', '300', '2021', '2021', '2021', '10', '3000', '2021', '2.', '3.']","['123-4567', '11/01/2021', '123-4567']",57.jpg,Utility,ITR_Form 16,False
630,"['1', '2', '123', '29201', '27', '2021', '154.29', '25', '23.49', '3']","['0-0000-0000-0000', '09/02/21', '-188.68', '9/27/21', '10/5/21']",58.jpg,Utility,ITR_Form 16,False
209,"['30', '96.64', '30', '6530.00', '60', '6630.00', '4.00']","['26-Jun-2009', 'JUN-2009', '/']",59.jpg,Utility,ITR_Form 16,False
514,"['9666023456', '9966', '876', '938', '1800', '233', '3555', '3', '4', '2', '5', '220711']","['ANYTIME-', 'NO./DATE', 'DATE/TIME', '-', '8-272/30/3,']",6.jpg,Utility,ITR_Form 16,False
1230,"['2', '24971', '701000', '696000', '5000', '83.00', '27']","['SN17-243', '/', '12/05/2019', '|27/05/2010', '/', '/', '/', '/', '/', '/Total']",60.jpg,Utility,ITR_Form 16,False
1543,"['12345678', '107', '02859', '68', '32851', '0.002000', '289', '2692773', '24096', '0.000282', '0.003428', '0.001246', '36000', '6', '01', '12345678', '259', '6557308710']","['401-568-6222', '401-568-0066,', 'pud-iorg', 'COVID-19,', 'Fre/tarant', '124-3740', '02901-1035', 'as//nut.smarhucooe']",61.jpg,Utility,ITR_Form 16,False
1326,"['18', '123', '12', '2020', '123456', '028', '63', '90824', '88934', '1', '1890', '2020', '18', '18', '296.65', '15', '20', '63', '30.0', '20', '58', '32.4', '21.66', '1860', '298.71', '19', '80', '266', '19', '59', '31.0', '19', '62', '31.0', '19', '64', '31.0', '4938', '48.06', '16.02', '2020']","['902-428-6230', '8am-8pm', '#123456-0', '123456-0', 'ca/MyAccount', '-', '.83/montl', '-32.04']",62.jpg,Utility,ITR_Form 16,False
633,"['1565', '10', '1', '4.08', '99.99', '97', '07', '22220102']",['16-107!'],63.jpg,Utility,ITR_Form 16,False
1700,"['25001', '50000', '50001', '8', '9.00', '25001', '15.00', '50001', '30.00', '2', '2', '75001', '36.00', '6', '36.00', '23', '6', '3', '2', '23', '28', '10001', '36.00', '2', '10001', '20001', '39.00', '2', '35', '26', '40001', '60001', '51.00', '60001', '57.00', '38', '35', '60.00', '22945127', '257', '23348849']","['Non-Domestic', '0-25,000', '15/-', '-', '50/-', '300/-', '48/-', '/', '/', '360/-', '/', 'E-mail']",64.jpg,Utility,ITR_Form 16,False
961,"['14', '2020', '00000000', '14', '2020', '13', '14', '2020', '29', '09']",['-'],65.jpg,Utility,ITR_Form 16,False
391,"['1649000', '1532000', '17000', '185']","['£-360900070', 'E-360006', '/', '17/07/2017', '0.5/', ""/'S,STH"", '1/0']",66.jpg,Utility,ITR_Form 16,False
519,"['9', '3', '2210', '4']",[],67.jpg,Utility,ITR_Form 16,False
843,"['12345', '111411111', '1', '2', '1', '297.00', '9.9', '1', '297.000000', '2', '83.000000', '23.37', '44.68', '10.26', '0.25', '380.0000', '50']","['www.pge.com/MyEnergy', '08/02/2019', '-', '08/31/2019', '07/02/2019', '-', '07/31/2019', '1234567890-1', '09/07/2019', '09/28/2019', 'B-']",68.jpg,Utility,ITR_Form 16,False
156,"['2', '9', '156163.8', '5', '138.44']",[],69.jpg,Utility,ITR_Form 16,False
1977,"['2018', '1234567890', '1', '2', '2018', '251.56', '51.56', '62.77', '32301', '4', '7', '4298', '1208', '3438', '1206', '2276', '17', '591', '18158', '1295', '1158', '2531', '107', '1169', '0', '66', '0', '89', '8', '169', '0', '0', '5269', '5269', '182', '0', '0', '176', '45', '39', '25', '7', '48', '32', '43', '39', '4', '418', '373', '45', '39', '40', '0', '42', '4', '1234567890', '1234', '32301', '435', '32301', '000001']","['891-4968', '-', '-', '4/2/2018', '-', '5/1/2018', 'ug-', 'Dec-t7', 'Mar-18', 'Oct-17', 'Jun-', 'Feb-18', 'Aug-17', 'Apr-17', 'van-18', '-', '-', '4/2/2018', '-', '5/1/2018', 'Apr-', 'Dec-17', 'Aug-17', 'New-i7', 'Mar-18', 'Oct-17', 'Jun-17', 'Feb-18', 'Sep-17', 'Apr-17', 'Jan-18', '-', '-', '4/2/2018', '-', '5/1/2018', 'Apr-18', 'Dec-17', 'Aug-17', 'Mar-18', 'Oct-17', 'Jun-17', 'Feb-18', 'Sep-17', 'Apr-17', '-', '-', '-', '-', '5/25/2018']",7.jpg,Utility,ITR_Form 16,False
2133,"['120000098501', '06.07.2019', '7000097687', '2008', '1112.49', '690.46', '108', '1134.68', '7112.43', '70', '21.000', '275', '1', '1', '4', '4', '01.07.2017.', '01.04.24', '120000098501', '27.07.2019']","['-', 'e-SILL', '-', 'Tavoree/', '3000/-', '/']",70.jpg,Utility,ITR_Form 16,False
207,['65'],[],71.jpg,Utility,ITR_Form 16,False
739,"['98', '201', '7', '8.2018']",[],72.jpg,Utility,ITR_Form 16,False
1395,"['96', '830500', '1234569', '123', '388', '930', '782', '782', '3053', '2', '1224560', '31038']","['852-3240', 'org/Separtmentsiis!', '09/24/20', '08/12/20', '-09/16/20', '10/13/20', '-Water', '-Sewer', '-', 'Yard-1', 'arg/', '09/24/20', '31036-0120']",74.jpg,Utility,ITR_Form 16,False
2133,"['120000098501', '06.07.2019', '7000097687', '2008', '1112.49', '690.46', '108', '1134.68', '7112.43', '70', '21.000', '275', '1', '1', '4', '4', '01.07.2017.', '01.04.24', '120000098501', '27.07.2019']","['-', 'e-SILL', '-', 'Tavoree/', '3000/-', '/']",75.jpg,Utility,ITR_Form 16,False
370,"['5', '7000', '77.00', '2']","['[_12709/2009', '[09/2006']",76.jpg,Utility,ITR_Form 16,False
578,"['260', '200', '029', '2', '5029', '774675029']","['77497-5020', '77487-5020']",77.jpg,Utility,ITR_Form 16,False
1616,"['9999', '3333', '333', '333', '2222', '222', '222', '9999', '15', '2019', '22', '10', '2019', '2015', '133', '466', '132083', '131909', '28', '2019', '2837294748', '99', '086', '014', '968.']","['-', 'energyaustralia.com.au/latefees', 'energyaustralia.com.au/app', '0001/81']",78.jpg,Utility,ITR_Form 16,False
1278,"['38', '82', '2019', '1', '3', '4', '4.', '123', '250100000000', '1', '1', '9183407', '0510512020', '5073', '1', '2', '3', '10', '30', '30', '1']","['24/7', '405-297-3334', '405-297-2833,', 'https:/www.oke.govicer', 'odd/even', '06/10/2020', '06/25/2020', '06/01/2020']",79.jpg,Utility,ITR_Form 16,False
64,['41'],['OCT-2616'],8.jpg,Utility,ITR_Form 16,False
1483,"['222', '37821', '30', '31973', '609', '3447', '3447', '222', '37821', '135', '29306', '4.069', '5.00', '178', '142', '107', '31972', '5.35', '5.85']","['7:30-4:30', '-', '7:30-4:00', '158-20200-3', '9/21/16', '158-20200-3', '9/28/16', '10/15/2016']",80.jpg,Utility,ITR_Form 16,False
1252,"['102078', '408', '4395', '31.55', '7.05', '38.60', '3', '8', '0.06']","['1-600-042-4272', '1-800-892-2945', '1-800-867-5222', 'Charges/Adjustments', '-', 'opt-out']",81.jpg,Utility,ITR_Form 16,False
2013,"['100', '29644', '59.12', '8.00', '000', '5000', '4000', '3000', '2000', '1000', '100', '1', '100', '01034400020000000133700000000137063']","['-', '-', '-', '862-0042', '-', '2/15/2021', '2/23/2021', '2/28/2021', '2/1/2021', '12/31/2020', '02/22/2021', '-', '02/28/2021', 'CUT-OFF', '-', '862-0042', '01-034400-02', '29644-1940', '864-862-0042', '2/28/2021', '29644-1940']",83.jpg,Utility,ITR_Form 16,False
543,"['515', '50213', '19.78', '31', '233618', '4667', '238265', '4667', '50213', '80', '81.62']","['aw-oSs', '-00', 'PAYMENT-']",84.jpg,Utility,ITR_Form 16,False
2835,"['4601950000', '2129057448', '128.00', '214425', '7000', '5', '7', '000', '00', '000', '5', '2', '19', '.00', '3', '0', '7', '5', '2970.20', '8', '12508', '1']","['-Z', '[-aecz017', '/', '/allowances”']",85.jpg,Utility,ITR_Form 16,False
2137,"['1234567891', '1', '2018', '18', '00123456', '26', '6659', '20', '6840', '19', '6909', '250', '7944.1', '2.809', '17.50', '2019', '25', '00123456', '19', '6909', '26', '6914', '5', '159.6', '2.990', '24.59', '2019', '24', '18', '2019', '2019', '2.83', '1.02264', '39.7', '159.6', '0800', '111', '999', '0800', '66', '88', '77', '169']","['-', 'p/kWh', 'May-', 'p/kWh', '£7.14/year)', '.2.990p/kWh', '59p/day', '(£89.75/year)', '£7.14/year', '£7.14/year', 'RSXE-RCZX-', 'Houghton-le-Spring,']",86.jpg,Utility,ITR_Form 16,False
644,"['2', '3', '1388', '300.18', '000012345']","['966-556-6001', '‘24-Hour', '866-556-6002', '886-556-6003,', '886-556-5007', 'O-==-', '0123486789-00001,', '03/08/2021', '69197-6950']",87.jpg,Utility,ITR_Form 16,False
460,"['3649', '6', '229', '6201000']","['/', 'N-3', '/', 'N-4a5608120', 'omet/', '03/12/2020', 'Dmet/', '18/12/2020', 'oex/', '1286-151', '/', '/', '/', '/', 'Consumption-Lirs']",88.jpg,Utility,ITR_Form 16,False
264,"['632863040', '5.0088', '1532863', '3082000', '3011000', '71000', '1838', '09', '150.09', '460.00', '9.00', '9.00', '9.09', '9.9', '24', '2448', '93', '93']","['/CMC', '14/04/2019', '29/04/2019']",89.jpg,Utility,ITR_Form 16,False
859,"['362939.00', '170', '007', '1004', '6', '1', '110001', '9', '1644', '201102014', '10000', '12', '110001', '8.083', '20', '61']","['30/06/2015', 'MRB/Page/', '2237/101/1', '‘Mobile/Te!', '-', 'exzn-7202', '&No_-PPMIPEN308', 'Zone/SeatNo', '-', 'Jun-2015', '-1OAT']",9.jpg,Utility,ITR_Form 16,False
389,"['18.2', '08', '5', '51']","['NO./OATE', 'DATE/TIME', '-', 'feaschdali/92']",90.jpg,Utility,ITR_Form 16,False
470,"['2757', '42', '9', '31712704', '3514', '9', '1601.87', '11180169', '328104', '8200.93', '3144.60', '5125', '11339.68', '1970966']","['7/18-1814~0510/', '_-PINCQDE!', 'S-DATE:23/0', 'B1/03/05']",91.jpg,Utility,ITR_Form 16,False
178,"['28342078', '14', '2', '92310', '46000', '45000', '1000', '56.00', '30.00', '0.00', '0.00', '202.00', '6.00']","['Nw351818/CMC', '41/10/2018', '26/10/2018']",92.jpg,Utility,ITR_Form 16,False
1237,"['17', '7', '3', '00', '055540352788', '0', '0040', '180', '45000', '169', '7', '5', '0000', '02.0000', '020000', '60', '5250', '4', '17', '09222', '41606', '00500287', '4', '22', '297', '17', '03', '12212', '1416306', '297']","['-', '*ywetcocon-e', 'csb-44a', 'anninns/aae', '-CR']",93.jpg,Utility,ITR_Form 16,False
525,"['5130', '60449', '16.84', '0.95', '37.18', '64.97', '170.10', '5130', '60449']","['8/1/2020', 'www.villageofmonee.org/CCR2019']",94.jpg,Utility,ITR_Form 16,False
2243,"['104', '30.00', '100', '31', '2300', '2300', '0', '447160', '446580', '580', '580.00', '270.00', '400.00', '211.00', '24', '7', '7', '5', '1190', '1190', '304', '32132', '32241']","['424-2400', '-', '427-3279', '424-2400', '09/14/19', '-', '00000-00000', 'CYCLE/ROUTE:', '01-11', '08/01/19', '-', '09/01/19', '12/04/18', '10/01/2019,', '/', '10713-05933', '11/15/18', 'E-Billing', '12/04/18', '32132-1190']",95.jpg,Utility,ITR_Form 16,False
39,[],['567-8748'],96.jpg,Utility,ITR_Form 16,False
2591,"['1847', '252.752.7166', '8', '172.94', '4', '504', '1', '1234567090', '317598', '100000', '77', '4', '18', '3.74']","['27835-1847', '31/02p2h.', 'easy-to-read', '-', '252-782-7268.', '3/1721', '186/28', '33/6/28', '-', '-', '-']",97.jpg,Utility,ITR_Form 16,False
1183,"['1.877.577.2112', '250.763.3783', '0001.23', '29', '0', '66', '3252015', '472014', '3262015', '3262015', '3262015', '8133.40', '3292015', '66.000', '205.92', '3252015', '1.877.577.2112.', '2015']","['Toll-Free:', '-', 'Toll-Free:', '-']",98.jpg,Utility,ITR_Form 16,False
129,"['48', '0']",[],99.jpg,Utility,ITR_Form 16,False
